"ruleId","titleZhHant","grammarCategory","formula","structuralSignature","incorrectPattern","correctPattern","explanationZhHant","correctExamples","incorrectExamples","alternativeCorrections","englishVariant","status","version","author"
"COLLOC_TAKE_ROOT_NO_POSSESSIVE","文法規則：COLLOC TAKE_ROOT NO_POSSESSIVE","preposition","COLLOC.TAKE_ROOT.NO_POSSESSIVE","[""colloc"",""take_root"",""no_possessive""]","illness takes its root","illness takes root","take root 是固定搭配，表示開始穩固存在或發展，不加入 its。A tree spreads its roots 中的 its roots 是普通名詞詞組，意思不同。","[""illness takes root""]","[""illness takes its root""]","[]","British English","approved","1","Edmund Sir"
"COLLOC_UNIFORM_REQUIREMENTS_COMPOUND_NOUN","文法規則：COLLOC UNIFORM_REQUIREMENTS COMPOUND_NOUN","preposition","COLLOC.UNIFORM_REQUIREMENTS.COMPOUND_NOUN","[""colloc"",""uniform_requirements"",""compound_noun""]","requestment in uniform","uniform requirements","requestment 不是這個意思下的標準名詞；應用 requirements。表示校服規定時，通常把單數名詞 uniform 放在 requirements 前：uniform requirements。另一個正確寫法是 requirements regarding uniforms。","[""uniform requirements""]","[""requestment in uniform""]","[]","British English","approved","1","Edmund Sir"
"COLLOC_USE_OF_PUBLIC_MONEY","文法規則：COLLOC USE OF PUBLIC_MONEY","preposition","COLLOC.USE.OF.PUBLIC_MONEY","[""colloc"",""use"",""of"",""public_money""]","for","of","表示「公共資金的運用」，用 the use of public money。 money for treatment 可以成立，但那表示撥作治療用途的資金，結構和意思不同。","[""of""]","[""for""]","[]","British English","approved","1","Edmund Sir"
"COLLOC_WICK_AWAY_SWEAT","文法規則：COLLOC WICK_AWAY SWEAT","preposition","COLLOC.WICK_AWAY.SWEAT","[""colloc"",""wick_away"",""sweat""]","take","wick","描述布料把汗水帶離皮膚時，常用 wick away sweat。 absorb sweat 也可能成立，但意思偏向吸收汗水； take away sweat 雖可理解，並非標準衣料搭配。","[""wick""]","[""take""]","[]","British English","approved","1","Edmund Sir"
"COLLOC_WITHIN_WALKING_DISTANCE_OF","文法規則：COLLOC WITHIN_WALKING_DISTANCE_OF","preposition","COLLOC.WITHIN_WALKING_DISTANCE_OF","[""colloc"",""within_walking_distance_of""]","reside at a walking distance from","live within walking distance of","固定搭配是 within walking distance of + 地點。at a distance from 可表示一般距離，但不能混合兩種框架。","[""live within walking distance of""]","[""reside at a walking distance from""]","[]","British English","approved","1","Edmund Sir"
"COMP_BELOW_DIRECT_NO_THAN","文法規則：COMP BELOW DIRECT_NO_THAN","comparison","COMP.BELOW.DIRECT_NO_THAN","[""comp"",""below"",""direct_no_than""]","under than Southvale","below Southvale","below 可直接接比較對象，不加 than。若使用形容詞比較級，可寫 lower than Southvale。","[""below Southvale""]","[""under than Southvale""]","[]","British English","approved","1","Edmund Sir"
"COMP_CORRELATIVE_THE_MORE_THE_LESS","文法規則：COMP CORRELATIVE THE_MORE_THE_LESS","comparison","COMP.CORRELATIVE.THE_MORE_THE_LESS","[""comp"",""correlative"",""the_more_the_less""]","similar failures are the less likely","the less likely similar failures are","表示兩件事按比例變化時，兩個分句都要以 the + 比較級開始。公式：The more…, the less + 形容詞 + 主語 + 動詞。","[""the less likely similar failures are""]","[""similar failures are the less likely""]","[]","British English","approved","1","Edmund Sir"
"COMP_DOUBLE_COMPARATIVE_NO_MORE","文法規則：COMP DOUBLE_COMPARATIVE NO_MORE","comparison","COMP.DOUBLE_COMPARATIVE.NO_MORE","[""comp"",""double_comparative"",""no_more""]","more wiser","wiser","wiser 已經是比較級，不再加入 more。可以寫 much wiser，因為 much 是程度副詞，不是另一個比較級標記。","[""wiser"",""faster""]","[""more wiser"",""more faster""]","[]","British English","approved","1","Edmund Sir"
"COMP_ELLIPSIS_THAT_OF_SINGULAR_NOUN","文法規則：COMP ELLIPSIS THAT_OF SINGULAR_NOUN","comparison","COMP.ELLIPSIS.THAT_OF.SINGULAR_NOUN","[""comp"",""ellipsis"",""that_of"",""singular_noun""]","the earlier model","that of the earlier model","要比較的是兩部掃描器的 output， 而不是把 output 與 model 比較。that 代替已出現的單數名詞 output： that of the earlier model。","[""that of the earlier model""]","[""the earlier model""]","[]","British English","approved","1","Edmund Sir"
"COMP_FAR_FARTHER_OR_FURTHER","文法規則：COMP FAR FARTHER_OR_FURTHER","comparison","COMP.FAR.FARTHER_OR_FURTHER","[""comp"",""far"",""farther_or_further""]","more far away","farther away","far 的標準比較級是 farther 或 further，不用 more far。兩者均可指實際距離，尤其在英式英文中。","[""farther away""]","[""more far away""]","[]","British English","approved","1","Edmund Sir"
"COMP_FIGURE_FOR_GROUP","文法規則：COMP FIGURE_FOR GROUP","comparison","COMP.FIGURE_FOR.GROUP","[""comp"",""figure_for"",""group""]","15-59 years old 46.3%","the 46.3% recorded for those aged 15–59","higher than 後面需要明確的比較對象。目標句先寫百分比，再用 recorded for those aged 15–59 說明該數字屬於哪個組別。","[""the 46.3% recorded for those aged 15–59""]","[""15-59 years old 46.3%""]","[]","British English","approved","1","Edmund Sir"
"COMP_LARGE_SUPERLATIVE_LARGEST","文法規則：COMP LARGE SUPERLATIVE_LARGEST","comparison","COMP.LARGE.SUPERLATIVE_LARGEST","[""comp"",""large"",""superlative_largest""]","the most large","the largest","large 的最高級是 largest， 不用 most large。","[""the largest""]","[""the most large""]","[]","British English","approved","1","Edmund Sir"
"COMP_MORE_ADJECTIVE_THAN_COMPLEMENT","文法規則：COMP MORE_ADJECTIVE THAN_COMPLEMENT","comparison","COMP.MORE_ADJECTIVE.THAN_COMPLEMENT","[""comp"",""more_adjective"",""than_complement""]","more important to treating","more important than treating","比較兩件事的重要程度時，用 more important than。 important to someone 也可以正確，意思是「對某人重要」，但不是本句的比較結構。","[""more important than treating""]","[""more important to treating""]","[]","British English","approved","1","Edmund Sir"
"COMP_MULTIPLIER_AS_MUCH_AS","文法規則：COMP MULTIPLIER AS_MUCH_AS","comparison","COMP.MULTIPLIER.AS_MUCH_AS","[""comp"",""multiplier"",""as_much_as""]","times as much electricity than","times as much electricity as","不可數名詞的倍數比較使用倍數 + as much + 名詞 + as。可數複數則用 as many... as。","[""times as much electricity as""]","[""times as much electricity than""]","[]","British English","approved","1","Edmund Sir"
"COMP_MULTIPLIER_TIMES_NOT_FOLDS","文法規則：COMP MULTIPLIER TIMES_NOT_FOLDS","comparison","COMP.MULTIPLIER.TIMES_NOT_FOLDS","[""comp"",""multiplier"",""times_not_folds""]","two and a half folds","two and a half times","數字倍數後使用 times。 twofold 是單一詞，可寫 a twofold increase，但不寫 two folds。","[""two and a half times""]","[""two and a half folds""]","[]","British English","approved","1","Edmund Sir"
"COMP_MULTIPLIER_TIMES_NO_THAN","文法規則：COMP MULTIPLIER TIMES_NO_THAN","comparison","COMP.MULTIPLIER.TIMES_NO_THAN","[""comp"",""multiplier"",""times_no_than""]","times than the 2005 level","times the 2005 level","倍數 + times + 名詞詞組後面不加 than。另一個結構是 one and a half times as high as...。","[""times the 2005 level""]","[""times than the 2005 level""]","[]","British English","approved","1","Edmund Sir"
"COMP_MULTIPLIER_TWICE_AS_ADJECTIVE_AS","文法規則：COMP MULTIPLIER TWICE_AS_ADJECTIVE_AS","comparison","COMP.MULTIPLIER.TWICE_AS_ADJECTIVE_AS","[""comp"",""multiplier"",""twice_as_adjective_as""]","twice more efficient than","twice as efficient as","表示倍數比較時，標準結構是 twice as + 形容詞 + as。twice more efficient than 容易造成倍數意思不清。","[""twice as efficient as""]","[""twice more efficient than""]","[]","British English","approved","1","Edmund Sir"
"COMP_PERCENTAGE_HIGHER_THAN","文法規則：COMP PERCENTAGE HIGHER_THAN","comparison","COMP.PERCENTAGE.HIGHER_THAN","[""comp"",""percentage"",""higher_than""]","more than","higher than","比較數字、比例或百分比時，通常用 higher than。 more than 並非必然錯誤，但更常表示數量超過某個數值， 而不是比較兩個比例。","[""higher than""]","[""more than""]","[]","British English","approved","1","Edmund Sir"
"COMP_POPULATION_POSSESSIVE_ELLIPSIS","文法規則：COMP POPULATION POSSESSIVE_ELLIPSIS","comparison","COMP.POPULATION.POSSESSIVE_ELLIPSIS","[""comp"",""population"",""possessive_ellipsis""]","Italy","Italy's","前面比較的是 Yemen's population，所以後面也要比較 Italy 的人口，而不是把人口直接與國家比較。 Italy's 省略了重複的 population。公式： A's population is younger than B's.","[""Italy's""]","[""Italy""]","[]","British English","approved","1","Edmund Sir"
"COMP_PREFER_A_TO_B","文法規則：COMP PREFER A_TO_B","comparison","COMP.PREFER.A_TO_B","[""comp"",""prefer"",""a_to_b""]","prefer repairing old things than buying new ones","prefer repairing old things to buying new ones","比較兩個偏好選項時，prefer 使用 A to B，不用 than。兩邊應保持相同形式。公式： prefer + 名詞／動名詞 + to + 名詞／動名詞。","[""prefer repairing old things to buying new ones""]","[""prefer repairing old things than buying new ones""]","[]","British English","approved","1","Edmund Sir"
"COMP_SAME_AS","文法規則：COMP SAME_AS","comparison","COMP.SAME_AS","[""comp"",""same_as""]","the same with","the same as","表示兩者相同時，使用 the same as。with 可出現在 share something with 等其他結構，但不適用於這個比較框架。","[""the same as""]","[""the same with""]","[]","British English","approved","1","Edmund Sir"
"COMP_SHARP_SUPERLATIVE_SHARPEST","文法規則：COMP SHARP SUPERLATIVE_SHARPEST","comparison","COMP.SHARP.SUPERLATIVE_SHARPEST","[""comp"",""sharp"",""superlative_sharpest""]","the most sharp fall","the sharpest fall","短形容詞 sharp 加-est 形成最高級： the sharpest。","[""the sharpest fall""]","[""the most sharp fall""]","[]","British English","approved","1","Edmund Sir"
"COMP_SHORT_ADJECTIVE_ER_FORM","文法規則：COMP SHORT_ADJECTIVE ER_FORM","comparison","COMP.SHORT_ADJECTIVE.ER_FORM","[""comp"",""short_adjective"",""er_form""]","more cheap","cheaper","短形容詞 cheap 通常加-er 形成比較級： cheaper。","[""cheaper""]","[""more cheap""]","[]","British English","approved","1","Edmund Sir"
"COMP_SUPERIOR_TO","文法規則：COMP SUPERIOR TO","comparison","COMP.SUPERIOR.TO","[""comp"",""superior"",""to""]","superior than","superior to","superior 的比較搭配使用 to，不用 than。相同規則亦常見於 inferior to、senior to。","[""superior to""]","[""superior than""]","[]","British English","approved","1","Edmund Sir"
"COMP_SUPERLATIVE_OF_DEFINED_SET","文法規則：COMP SUPERLATIVE OF_DEFINED_SET","comparison","COMP.SUPERLATIVE.OF_DEFINED_SET","[""comp"",""superlative"",""of_defined_set""]","from the four","of the four","表示某項在一個已界定群組中的最高或最低位置，用 of + 群組： the lowest of the four。","[""of the four"",""Of the three sources"",""of the three""]","[""from the four"",""Between the three sources"",""between the three""]","[]","British English","approved","1","Edmund Sir"
"CONDITIONAL_FIRST_IF_PRESENT","文法規則：CONDITIONAL FIRST IF_PRESENT","sentence_structure","CONDITIONAL.FIRST.IF_PRESENT","[""conditional"",""first"",""if_present""]","it will rain","it rains","第一條件句的 if 分句通常用一般現在式，所以寫 if it rains； will 放在結果分句。","[""it rains""]","[""it will rain""]","[]","British English","approved","1","Edmund Sir"
"CONDITIONAL_INVERTED_HAD_NO_IF","文法規則：CONDITIONAL INVERTED_HAD NO_IF","sentence_structure","CONDITIONAL.INVERTED_HAD.NO_IF","[""conditional"",""inverted_had"",""no_if""]","If had the council acted","Had the council acted","第三條件句可省略 if， 並把 had 放到主語前：Had the council acted…。 不能同時保留 if 和倒裝。另一個正確寫法是 If the council had acted…。","[""Had the council acted""]","[""If had the council acted""]","[]","British English","approved","1","Edmund Sir"
"CONDITIONAL_INVERTED_SHOULD_BASE_VERB","文法規則：CONDITIONAL INVERTED_SHOULD BASE_VERB","sentence_structure","CONDITIONAL.INVERTED_SHOULD.BASE_VERB","[""conditional"",""inverted_should"",""base_verb""]","Should any donor will object","Should any donor object","Should + 主語 + 動詞原形是正式的倒裝條件句，相當於 If any donor should object。 should 後面不能再加入 will。","[""Should any donor object""]","[""Should any donor will object""]","[]","British English","approved","1","Edmund Sir"
"CONDITIONAL_INVERTED_WERE_WOULD","文法規則：CONDITIONAL INVERTED_WERE WOULD","sentence_structure","CONDITIONAL.INVERTED_WERE.WOULD","[""conditional"",""inverted_were"",""would""]","Were it not for donations, the archive will close","Were it not for donations, the archive would close","Were it not for... 相當於 If it were not for...，是現在或未來的反事實條件，因此結果部分用 would + 動詞原形。","[""Were it not for donations, the archive would close""]","[""Were it not for donations, the archive will close""]","[]","British English","approved","1","Edmund Sir"
"CONJ_ALTHOUGH_FINITE_CLAUSE","文法規則：CONJ ALTHOUGH FINITE_CLAUSE","conjunction","CONJ.ALTHOUGH.FINITE_CLAUSE","[""conj"",""although"",""finite_clause""]","despite its original entrance remained at the same location","although its original entrance remained in the same position","although 後面接完整有限分句。 despite 後面接名詞或動名詞，例如 despite the entrance remaining unchanged。","[""although its original entrance remained in the same position""]","[""despite its original entrance remained at the same location""]","[]","British English","approved","1","Edmund Sir"
"CONJ_ALTHOUGH_NO_COORDINATING_BUT","文法規則：CONJ ALTHOUGH NO_COORDINATING_BUT","conjunction","CONJ.ALTHOUGH.NO_COORDINATING_BUT","[""conj"",""although"",""no_coordinating_but""]","Although treating","Treating","although 和 but 不應同時連接同一對分句。可寫 Although treating illness matters, preventing it is wiser，或像目標句一樣寫 Treating illness matters, but...。","[""Treating"",""clothing,""]","[""Although treating"",""clothing but""]","[]","British English","approved","1","Edmund Sir"
"CONJ_BECAUSE_FINITE_CLAUSE_NOT_BECAUSE_OF","文法規則：CONJ BECAUSE FINITE_CLAUSE NOT_BECAUSE_OF","conjunction","CONJ.BECAUSE.FINITE_CLAUSE.NOT_BECAUSE_OF","[""conj"",""because"",""finite_clause"",""not_because_of""]","of it","it","because 後面接完整分句： because it reduces...。because of 後面接名詞詞組，例如 because of the reduction in suffering。","[""it""]","[""of it""]","[]","British English","approved","1","Edmund Sir"
